 -------  Norm of dcc matrices : Spins =            1  -------
           k-point           ik_co    c   dist    |dcc|^2      
---------------------------------------------------------------
 (  0.000 , -0.250 , -0.500 )   15    4  0.000   1.000000
 (  0.000 , -0.250 , -0.250 )   16    1  0.000   1.000000
 (  0.000 , -0.250 , -0.250 )   16    2  0.000   1.000000
 (  0.000 , -0.250 , -0.250 )   16    3  0.000   1.000000
 (  0.000 , -0.250 , -0.250 )   16    4  0.000   1.000000
 (  0.250 ,  0.000 ,  0.000 )   17    1  0.000   1.000000
 (  0.250 ,  0.000 ,  0.000 )   17    2  0.000   1.000000
 (  0.250 ,  0.000 ,  0.000 )   17    3  0.000   1.000000
 (  0.250 ,  0.000 ,  0.000 )   17    4  0.000   1.000000
 (  0.250 ,  0.000 ,  0.250 )   18    1  0.000   1.000000
 (  0.250 ,  0.000 ,  0.250 )   18    2  0.000   1.000000
 (  0.250 ,  0.000 ,  0.250 )   18    3  0.000   1.000000
 (  0.250 ,  0.000 ,  0.250 )   18    4  0.000   1.000000
 (  0.250 ,  0.000 ,  0.500 )   19    1  0.000   1.000000
 (  0.250 ,  0.000 ,  0.500 )   19    2  0.000   1.000000
 (  0.250 ,  0.000 ,  0.500 )   19    3  0.000   1.000000
 (  0.250 ,  0.000 ,  0.500 )   19    4  0.000   1.000000
 (  0.250 ,  0.000 , -0.250 )   20    1  0.000   1.000000
 (  0.250 ,  0.000 , -0.250 )   20    2  0.000   1.000000
 (  0.250 ,  0.000 , -0.250 )   20    3  0.000   1.000000
 (  0.250 ,  0.000 , -0.250 )   20    4  0.000   1.000000
 (  0.250 ,  0.250 ,  0.000 )   21    1  0.000   1.000000
 (  0.250 ,  0.250 ,  0.000 )   21    2  0.000   1.000000
 (  0.250 ,  0.250 ,  0.000 )   21    3  0.000   1.000000
 (  0.250 ,  0.250 ,  0.000 )   21    4  0.000   1.000000
 (  0.250 ,  0.250 ,  0.250 )   22    1  0.000   1.000000
 (  0.250 ,  0.250 ,  0.250 )   22    2  0.000   1.000000
 (  0.250 ,  0.250 ,  0.250 )   22    3  0.000   1.000000
 (  0.250 ,  0.250 ,  0.250 )   22    4  0.000   1.000000
 (  0.250 ,  0.250 ,  0.500 )   23    1  0.000   1.000000
 (  0.250 ,  0.250 ,  0.500 )   23    2  0.000   1.000000
 (  0.250 ,  0.250 ,  0.500 )   23    3  0.000   1.000000
 (  0.250 ,  0.250 ,  0.500 )   23    4  0.000   1.000000
 (  0.250 ,  0.250 , -0.250 )   24    1  0.000   1.000000
 (  0.250 ,  0.250 , -0.250 )   24    2  0.000   1.000000
 (  0.250 ,  0.250 , -0.250 )   24    3  0.000   1.000000
 (  0.250 ,  0.250 , -0.250 )   24    4  0.000   1.000000
 (  0.250 ,  0.500 ,  0.000 )   25    1  0.000   1.000000
 (  0.250 ,  0.500 ,  0.000 )   25    2  0.000   1.000000
 (  0.250 ,  0.500 ,  0.000 )   25    3  0.000   1.000000
 (  0.250 ,  0.500 ,  0.000 )   25    4  0.000   1.000000
 (  0.250 ,  0.500 ,  0.250 )   26    1  0.000   1.000000
 (  0.250 ,  0.500 ,  0.250 )   26    2  0.000   1.000000
 (  0.250 ,  0.500 ,  0.250 )   26    3  0.000   1.000000
 (  0.250 ,  0.500 ,  0.250 )   26    4  0.000   1.000000
 (  0.250 ,  0.500 ,  0.500 )   27    1  0.000   1.000000
 (  0.250 ,  0.500 ,  0.500 )   27    2  0.000   1.000000
 (  0.250 ,  0.500 ,  0.500 )   27    3  0.000   1.000000
 (  0.250 ,  0.500 ,  0.500 )   27    4  0.000   1.000000
 (  0.250 ,  0.500 , -0.250 )   28    1  0.000   1.000000
 (  0.250 ,  0.500 , -0.250 )   28    2  0.000   1.000000
 (  0.250 ,  0.500 , -0.250 )   28    3  0.000   1.000000
 (  0.250 ,  0.500 , -0.250 )   28    4  0.000   1.000000
 (  0.250 , -0.250 ,  0.000 )   29    1  0.000   1.000000
 (  0.250 , -0.250 ,  0.000 )   29    2  0.000   1.000000
 (  0.250 , -0.250 ,  0.000 )   29    3  0.000   1.000000
 (  0.250 , -0.250 ,  0.000 )   29    4  0.000   1.000000
 (  0.250 , -0.250 ,  0.250 )   30    1  0.000   1.000000
 (  0.250 , -0.250 ,  0.250 )   30    2  0.000   1.000000
 (  0.250 , -0.250 ,  0.250 )   30    3  0.000   1.000000
 (  0.250 , -0.250 ,  0.250 )   30    4  0.000   1.000000
 (  0.250 , -0.250 ,  0.500 )   31    1  0.000   1.000000
 (  0.250 , -0.250 ,  0.500 )   31    2  0.000   1.000000
 (  0.250 , -0.250 ,  0.500 )   31    3  0.000   1.000000
 (  0.250 , -0.250 ,  0.500 )   31    4  0.000   1.000000
 (  0.250 , -0.250 , -0.250 )   32    1  0.000   1.000000
 (  0.250 , -0.250 , -0.250 )   32    2  0.000   1.000000
 (  0.250 , -0.250 , -0.250 )   32    3  0.000   1.000000
 (  0.250 , -0.250 , -0.250 )   32    4  0.000   1.000000
 (  0.500 ,  0.000 ,  0.000 )   33    1  0.000   1.000000
 (  0.500 ,  0.000 ,  0.000 )   33    2  0.000   1.000000
 (  0.500 ,  0.000 ,  0.000 )   33    3  0.000   1.000000
 (  0.500 ,  0.000 ,  0.000 )   33    4  0.000   1.000000
 (  0.500 ,  0.000 ,  0.250 )   34    1  0.000   1.000000
 (  0.500 ,  0.000 ,  0.250 )   34    2  0.000   1.000000
 (  0.500 ,  0.000 ,  0.250 )   34    3  0.000   1.000000
 (  0.500 ,  0.000 ,  0.250 )   34    4  0.000   1.000000
 (  0.500 ,  0.000 ,  0.500 )   35    1  0.000   1.000000
 (  0.500 ,  0.000 ,  0.500 )   35    2  0.000   1.000000
 (  0.500 ,  0.000 ,  0.500 )   35    3  0.000   1.000000
 (  0.500 ,  0.000 ,  0.500 )   35    4  0.000   1.000000
 ( -0.500 ,  0.000 , -0.250 )   36    1  0.000   1.000000
 ( -0.500 ,  0.000 , -0.250 )   36    2  0.000   1.000000
 ( -0.500 ,  0.000 , -0.250 )   36    3  0.000   1.000000
 ( -0.500 ,  0.000 , -0.250 )   36    4  0.000   1.000000
 (  0.500 ,  0.250 ,  0.000 )   37    1  0.000   1.000000
 (  0.500 ,  0.250 ,  0.000 )   37    2  0.000   1.000000
 (  0.500 ,  0.250 ,  0.000 )   37    3  0.000   1.000000
 (  0.500 ,  0.250 ,  0.000 )   37    4  0.000   1.000000
 (  0.500 ,  0.250 ,  0.250 )   38    1  0.000   1.000000
 (  0.500 ,  0.250 ,  0.250 )   38    2  0.000   1.000000
 (  0.500 ,  0.250 ,  0.250 )   38    3  0.000   1.000000
 (  0.500 ,  0.250 ,  0.250 )   38    4  0.000   1.000000
 (  0.500 ,  0.250 ,  0.500 )   39    1  0.000   1.000000
 (  0.500 ,  0.250 ,  0.500 )   39    2  0.000   1.000000
 (  0.500 ,  0.250 ,  0.500 )   39    3  0.000   1.000000
 (  0.500 ,  0.250 ,  0.500 )   39    4  0.000   1.000000
 (  0.500 ,  0.250 , -0.250 )   40    1  0.000   1.000000
 (  0.500 ,  0.250 , -0.250 )   40    2  0.000   1.000000
 (  0.500 ,  0.250 , -0.250 )   40    3  0.000   1.000000
 (  0.500 ,  0.250 , -0.250 )   40    4  0.000   1.000000
 (  0.500 ,  0.500 ,  0.000 )   41    1  0.000   1.000000
 (  0.500 ,  0.500 ,  0.000 )   41    2  0.000   1.000000
 (  0.500 ,  0.500 ,  0.000 )   41    3  0.000   1.000000
 (  0.500 ,  0.500 ,  0.000 )   41    4  0.000   1.000000
 (  0.500 ,  0.500 ,  0.250 )   42    1  0.000   1.000000
 (  0.500 ,  0.500 ,  0.250 )   42    2  0.000   1.000000
 (  0.500 ,  0.500 ,  0.250 )   42    3  0.000   1.000000
 (  0.500 ,  0.500 ,  0.250 )   42    4  0.000   1.000000
 (  0.500 ,  0.500 ,  0.500 )   43    1  0.000   1.000000
 (  0.500 ,  0.500 ,  0.500 )   43    2  0.000   1.000000
 (  0.500 ,  0.500 ,  0.500 )   43    3  0.000   1.000000
 (  0.500 ,  0.500 ,  0.500 )   43    4  0.000   1.000000
 ( -0.500 , -0.500 , -0.250 )   44    1  0.000   1.000000
 ( -0.500 , -0.500 , -0.250 )   44    2  0.000   1.000000
 ( -0.500 , -0.500 , -0.250 )   44    3  0.000   1.000000
 ( -0.500 , -0.500 , -0.250 )   44    4  0.000   1.000000
 ( -0.500 , -0.250 ,  0.000 )   45    1  0.000   1.000000
 ( -0.500 , -0.250 ,  0.000 )   45    2  0.000   1.000000
 ( -0.500 , -0.250 ,  0.000 )   45    3  0.000   1.000000
 ( -0.500 , -0.250 ,  0.000 )   45    4  0.000   1.000000
 (  0.500 , -0.250 ,  0.250 )   46    1  0.000   1.000000
 (  0.500 , -0.250 ,  0.250 )   46    2  0.000   1.000000
 (  0.500 , -0.250 ,  0.250 )   46    3  0.000   1.000000
 (  0.500 , -0.250 ,  0.250 )   46    4  0.000   1.000000
 ( -0.500 , -0.250 , -0.500 )   47    1  0.000   1.000000
 ( -0.500 , -0.250 , -0.500 )   47    2  0.000   1.000000
 ( -0.500 , -0.250 , -0.500 )   47    3  0.000   1.000000
 ( -0.500 , -0.250 , -0.500 )   47    4  0.000   1.000000
 ( -0.500 , -0.250 , -0.250 )   48    1  0.000   1.000000
 ( -0.500 , -0.250 , -0.250 )   48    2  0.000   1.000000
 ( -0.500 , -0.250 , -0.250 )   48    3  0.000   1.000000
 ( -0.500 , -0.250 , -0.250 )   48    4  0.000   1.000000
 ( -0.250 ,  0.000 ,  0.000 )   49    1  0.000   1.000000
 ( -0.250 ,  0.000 ,  0.000 )   49    2  0.000   1.000000
 ( -0.250 ,  0.000 ,  0.000 )   49    3  0.000   1.000000
 ( -0.250 ,  0.000 ,  0.000 )   49    4  0.000   1.000000
 ( -0.250 ,  0.000 ,  0.250 )   50    1  0.000   1.000000
 ( -0.250 ,  0.000 ,  0.250 )   50    2  0.000   1.000000
 ( -0.250 ,  0.000 ,  0.250 )   50    3  0.000   1.000000
 ( -0.250 ,  0.000 ,  0.250 )   50    4  0.000   1.000000
 ( -0.250 ,  0.000 , -0.500 )   51    1  0.000   1.000000
 ( -0.250 ,  0.000 , -0.500 )   51    2  0.000   1.000000
 ( -0.250 ,  0.000 , -0.500 )   51    3  0.000   1.000000
 ( -0.250 ,  0.000 , -0.500 )   51    4  0.000   1.000000
 ( -0.250 ,  0.000 , -0.250 )   52    1  0.000   1.000000
 ( -0.250 ,  0.000 , -0.250 )   52    2  0.000   1.000000
 ( -0.250 ,  0.000 , -0.250 )   52    3  0.000   1.000000
 ( -0.250 ,  0.000 , -0.250 )   52    4  0.000   1.000000
 ( -0.250 ,  0.250 ,  0.000 )   53    1  0.000   1.000000
 ( -0.250 ,  0.250 ,  0.000 )   53    2  0.000   1.000000
 ( -0.250 ,  0.250 ,  0.000 )   53    3  0.000   1.000000
 ( -0.250 ,  0.250 ,  0.000 )   53    4  0.000   1.000000
 ( -0.250 ,  0.250 ,  0.250 )   54    1  0.000   1.000000
 ( -0.250 ,  0.250 ,  0.250 )   54    2  0.000   1.000000
 ( -0.250 ,  0.250 ,  0.250 )   54    3  0.000   1.000000
 ( -0.250 ,  0.250 ,  0.250 )   54    4  0.000   1.000000
 ( -0.250 ,  0.250 ,  0.500 )   55    1  0.000   1.000000
 ( -0.250 ,  0.250 ,  0.500 )   55    2  0.000   1.000000
 ( -0.250 ,  0.250 ,  0.500 )   55    3  0.000   1.000000
 ( -0.250 ,  0.250 ,  0.500 )   55    4  0.000   1.000000
 ( -0.250 ,  0.250 , -0.250 )   56    1  0.000   1.000000
 ( -0.250 ,  0.250 , -0.250 )   56    2  0.000   1.000000
 ( -0.250 ,  0.250 , -0.250 )   56    3  0.000   1.000000
 ( -0.250 ,  0.250 , -0.250 )   56    4  0.000   1.000000
 ( -0.250 , -0.500 ,  0.000 )   57    1  0.000   1.000000
 ( -0.250 , -0.500 ,  0.000 )   57    2  0.000   1.000000
 ( -0.250 , -0.500 ,  0.000 )   57    3  0.000   1.000000
 ( -0.250 , -0.500 ,  0.000 )   57    4  0.000   1.000000
 ( -0.250 ,  0.500 ,  0.250 )   58    1  0.000   1.000000
 ( -0.250 ,  0.500 ,  0.250 )   58    2  0.000   1.000000
 ( -0.250 ,  0.500 ,  0.250 )   58    3  0.000   1.000000
 ( -0.250 ,  0.500 ,  0.250 )   58    4  0.000   1.000000
 ( -0.250 , -0.500 , -0.500 )   59    1  0.000   1.000000
 ( -0.250 , -0.500 , -0.500 )   59    2  0.000   1.000000
 ( -0.250 , -0.500 , -0.500 )   59    3  0.000   1.000000
 ( -0.250 , -0.500 , -0.500 )   59    4  0.000   1.000000
 ( -0.250 , -0.500 , -0.250 )   60    1  0.000   1.000000
 ( -0.250 , -0.500 , -0.250 )   60    2  0.000   1.000000
 ( -0.250 , -0.500 , -0.250 )   60    3  0.000   1.000000
 ( -0.250 , -0.500 , -0.250 )   60    4  0.000   1.000000
 ( -0.250 , -0.250 ,  0.000 )   61    1  0.000   1.000000
 ( -0.250 , -0.250 ,  0.000 )   61    2  0.000   1.000000
 ( -0.250 , -0.250 ,  0.000 )   61    3  0.000   1.000000
 ( -0.250 , -0.250 ,  0.000 )   61    4  0.000   1.000000
 ( -0.250 , -0.250 ,  0.250 )   62    1  0.000   1.000000
 ( -0.250 , -0.250 ,  0.250 )   62    2  0.000   1.000000
 ( -0.250 , -0.250 ,  0.250 )   62    3  0.000   1.000000
 ( -0.250 , -0.250 ,  0.250 )   62    4  0.000   1.000000
 ( -0.250 , -0.250 , -0.500 )   63    1  0.000   1.000000
 ( -0.250 , -0.250 , -0.500 )   63    2  0.000   1.000000
 ( -0.250 , -0.250 , -0.500 )   63    3  0.000   1.000000
 ( -0.250 , -0.250 , -0.500 )   63    4  0.000   1.000000
 ( -0.250 , -0.250 , -0.250 )   64    1  0.000   1.000000
 ( -0.250 , -0.250 , -0.250 )   64    2  0.000   1.000000
 ( -0.250 , -0.250 , -0.250 )   64    3  0.000   1.000000
 ( -0.250 , -0.250 , -0.250 )   64    4  0.000   1.000000
